year	class	student	score_pre	score_post	diff
2017_Genie	Pair2_130	ST205	0.681818182	0.954545455	0.272727273
2017_Genie	Pair2_130	ST206	0.818181818	0.909090909	0.090909091
2017_No_Genie	Pair2_300	ST207	0.636363636	0.954545455	0.318181818
2017_No_Genie	Pair2_300	ST208	0.454545455	0.954545455	0.5
2017_No_Genie	Pair2_300	ST209	0.909090909	0.909090909	0
2017_No_Genie	Pair2_300	ST210	1	1	0
2017_No_Genie	Pair2_300	ST211	0.954545455	1	0.045454545
2017_No_Genie	Pair2_300	ST212	0.636363636	0.590909091	-0.045454545
2017_No_Genie	Pair2_300	ST213	0.636363636	0.863636364	0.227272727
2017_No_Genie	Pair2_300	ST214	0.409090909	0.727272727	0.318181818
2017_No_Genie	Pair2_300	ST215	0.545454545	0.636363636	0.090909091
2017_No_Genie	Pair2_300	ST216	0.954545455	0.954545455	0
2017_No_Genie	Pair2_300	ST217	0.590909091	1	0.409090909
2017_No_Genie	Pair2_300	ST218	0.727272727	1	0.272727273
2017_No_Genie	Pair2_300	ST219	0.545454545	1	0.454545455
2017_No_Genie	Pair2_300	ST220	0.818181818	0.909090909	0.090909091
2017_No_Genie	Pair2_300	ST221	0.954545455	1	0.045454545
2017_No_Genie	Pair2_300	ST222	0.954545455	1	0.045454545
2017_No_Genie	Pair2_300	ST223	0.954545455	1	0.045454545
2017_No_Genie	Pair2_300	ST224	0.5	0.818181818	0.318181818
2017_No_Genie	Pair2_300	ST225	0.409090909	0.545454545	0.136363636
2017_No_Genie	Pair2_300	ST226	0.954545455	0.954545455	0
2017_No_Genie	Pair2_300	ST227	1	1	0
2017_No_Genie	Pair2_300	ST228	0.409090909	0.909090909	0.5
2017_No_Genie	Pair2_300	ST229	0.727272727	0.909090909	0.181818182
2017_No_Genie	Pair2_300	ST230	1	0.954545455	-0.045454545
2017_No_Genie	Pair2_300	ST231	0.909090909	0.863636364	-0.045454545
2017_No_Genie	Pair2_300	ST232	0.5	0.590909091	0.090909091
2017_No_Genie	Pair2_300	ST233	0.954545455	0.954545455	0
2017_No_Genie	Pair2_300	ST234	0.863636364	0.954545455	0.090909091
2017_No_Genie	Pair2_300	ST235	0.909090909	0.909090909	0
2017_No_Genie	Pair2_300	ST236	0.681818182	0.772727273	0.090909091
2017_No_Genie	Pair2_300	ST237	0.363636364	0.272727273	-0.090909091
2017_No_Genie	Pair2_300	ST238	0.590909091	0.818181818	0.227272727
2017_No_Genie	Pair2_300	ST239	0.727272727	0.954545455	0.227272727
2017_No_Genie	Pair2_300	ST240	0.863636364	0.909090909	0.045454545
2017_No_Genie	Pair2_300	ST241	0.818181818	1	0.181818182
2017_No_Genie	Pair2_300	ST242	0.272727273	0.863636364	0.590909091
2017_No_Genie	Pair2_300	ST243	0.818181818	0.954545455	0.136363636
2017_No_Genie	Pair2_300	ST244	0.909090909	1	0.090909091
2017_No_Genie	Pair2_300	ST245	0.409090909	0.590909091	0.181818182
2017_No_Genie	Pair2_300	ST246	0.818181818	0.727272727	-0.090909091
2017_No_Genie	Pair2_300	ST247	0.863636364	0.909090909	0.045454545
2017_No_Genie	Pair2_300	ST248	0.954545455	0.909090909	-0.045454545
2017_No_Genie	Pair2_300	ST249	1	1	0
2017_No_Genie	Pair2_300	ST250	0.454545455	0.909090909	0.454545455
2017_No_Genie	Pair2_430	ST251	0.772727273	0.772727273	0
2017_No_Genie	Pair2_430	ST252	0.545454545	0.5	-0.045454545
2017_No_Genie	Pair2_430	ST253	0.681818182	1	0.318181818
2017_No_Genie	Pair2_430	ST254	1	1	0
2017_No_Genie	Pair2_430	ST255	0.727272727	0.909090909	0.181818182
2017_No_Genie	Pair2_430	ST256	0.681818182	0.909090909	0.227272727
2017_No_Genie	Pair2_430	ST257	0.909090909	0.954545455	0.045454545
2017_No_Genie	Pair2_430	ST258	0.954545455	0.954545455	0
2017_No_Genie	Pair2_430	ST259	0.772727273	0.772727273	0
2017_No_Genie	Pair2_430	ST260	0.590909091	0.727272727	0.136363636
2017_No_Genie	Pair2_430	ST261	0.636363636	0.863636364	0.227272727
2017_No_Genie	Pair2_430	ST262	0.772727273	0.909090909	0.136363636
2017_No_Genie	Pair2_430	ST263	0.590909091	0.772727273	0.181818182
2017_No_Genie	Pair2_430	ST264	0.545454545	0.681818182	0.136363636
2017_No_Genie	Pair2_430	ST265	0.590909091	0.772727273	0.181818182
2017_No_Genie	Pair2_430	ST266	0.636363636	0.818181818	0.181818182
2017_No_Genie	Pair2_430	ST267	0.772727273	0.909090909	0.136363636
2017_No_Genie	Pair2_430	ST268	0.909090909	0.909090909	0
2017_No_Genie	Pair2_430	ST269	0.681818182	0.863636364	0.181818182
2017_No_Genie	Pair2_430	ST270	0.454545455	0.454545455	0
2017_No_Genie	Pair2_430	ST271	0.590909091	0.909090909	0.318181818
2017_No_Genie	Pair2_430	ST272	0.772727273	0.727272727	-0.045454545
2017_No_Genie	Pair2_430	ST273	0.545454545	0.772727273	0.227272727
2017_No_Genie	Pair2_430	ST274	0.454545455	0.590909091	0.136363636
2017_No_Genie	Pair2_430	ST275	0.636363636	0.909090909	0.272727273
2017_No_Genie	Pair2_430	ST276	0.545454545	0.454545455	-0.090909091
2017_No_Genie	Pair2_430	ST277	0.772727273	0.818181818	0.045454545
2017_No_Genie	Pair2_430	ST278	0.909090909	1	0.090909091
2017_No_Genie	Pair2_430	ST279	0.590909091	0.5	-0.090909091
2017_No_Genie	Pair2_430	ST280	0.5	0.681818182	0.181818182
2017_No_Genie	Pair2_430	ST281	0.409090909	0.772727273	0.363636364
2017_No_Genie	Pair2_430	ST282	0.590909091	1	0.409090909
2017_No_Genie	Pair2_430	ST283	0.954545455	1	0.045454545
2017_No_Genie	Pair2_430	ST284	0.681818182	0.727272727	0.045454545
2017_No_Genie	Pair2_430	ST285	0.590909091	0.590909091	0
2017_No_Genie	Pair2_430	ST286	1	0.863636364	-0.136363636
2017_Genie	Pair2_700	ST287	0.727272727	1	0.272727273
2017_Genie	Pair2_700	ST288	0.590909091	0.772727273	0.181818182
2017_Genie	Pair2_700	ST289	0.590909091	0.818181818	0.227272727
2017_Genie	Pair2_700	ST290	0.727272727	0.909090909	0.181818182
2017_Genie	Pair2_700	ST291	0.818181818	1	0.181818182
2017_Genie	Pair2_700	ST292	0.409090909	0.772727273	0.363636364
2017_Genie	Pair2_700	ST293	0.636363636	1	0.363636364
2017_Genie	Pair2_700	ST294	0.636363636	0.818181818	0.181818182
2017_Genie	Pair2_700	ST295	0.636363636	0.363636364	-0.272727273
2017_Genie	Pair2_700	ST296	0.636363636	0.181818182	-0.454545455
2017_Genie	Pair2_700	ST297	0.863636364	0.954545455	0.090909091
2017_Genie	Pair2_700	ST298	0.818181818	0.909090909	0.090909091
2017_Genie	Pair2_700	ST299	0.681818182	0.863636364	0.181818182
2017_Genie	Pair2_700	ST300	0.5	0.409090909	-0.090909091
2017_Genie	Pair2_700	ST301	0.545454545	1	0.454545455
2017_Genie	Pair2_700	ST302	0.636363636	0.909090909	0.272727273
2017_Genie	Pair2_700	ST303	0.590909091	0.727272727	0.136363636
2017_Genie	Pair2_700	ST304	0.772727273	0.954545455	0.181818182
2017_Genie	Pair2_700	ST305	0.681818182	1	0.318181818
2017_Genie	Pair2_700	ST306	0.590909091	1	0.409090909
2017_Genie	Pair2_700	ST307	1	1	0
2017_Genie	Pair2_700	ST308	0.863636364	0.818181818	-0.045454545
2017_Genie	Pair2_700	ST309	0.454545455	0.636363636	0.181818182
2017_Genie	Pair2_700	ST310	0.909090909	1	0.090909091
2017_Genie	Pair2_700	ST311	0.590909091	0.772727273	0.181818182
2017_Genie	Pair2_700	ST312	0.590909091	0.454545455	-0.136363636
2017_Genie	Pair2_700	ST313	0.636363636	1	0.363636364
2017_Genie	Pair2_700	ST314	0.772727273	0.818181818	0.045454545
2017_Genie	Pair2_700	ST315	1	1	0
2017_Genie	Pair2_700	ST316	0.454545455	0.818181818	0.363636364
2017_Genie	Pair2_700	ST317	0.681818182	0.818181818	0.136363636
2017_Genie	Pair2_700	ST318	0.727272727	0.590909091	-0.136363636
2017_Genie	Pair2_700	ST319	0.454545455	0.590909091	0.136363636
2017_Genie	Pair2_700	ST320	1	1	0
2017_Genie	Pair2_700	ST321	0.909090909	1	0.090909091
