year	class	student	Pre_1	Pre_2	Pre_3	Pre_4	Pre_5	Pre_6	Pre_7	Pre_8	Pre_9	Pre_10	Pre_11	Pre_12	Pre_13	Pre_14	Pre_15	Pre_16	Pre_17	Pre_18	Pre_19	Pre_20	Pre_21	Pre_22	Post_1	Post_2	Post_3	Post_4	Post_5	Post_6	Post_7	Post_8	Post_9	Post_10	Post_11	Post_12	Post_13	Post_14	Post_15	Post_16	Post_17	Post_18	Post_19	Post_20	Post_21	Post_22
2017_No_Genie	Pair2_300	ST171	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST174	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST180	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST186	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0
2017_No_Genie	Pair2_300	ST192	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST195	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST211	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
2017_No_Genie	Pair2_300	ST215	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0
2017_No_Genie	Pair2_300	ST219	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST229	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST243	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
2017_No_Genie	Pair2_300	ST244	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST245	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0
2017_No_Genie	Pair2_300	ST252	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST261	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST262	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1
2017_No_Genie	Pair2_300	ST265	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST268	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_300	ST320	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST4	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
2017_No_Genie	Pair2_430	ST5	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1
2017_No_Genie	Pair2_430	ST18	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST27	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST30	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST40	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST53	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST56	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1
2017_No_Genie	Pair2_430	ST74	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1
2017_No_Genie	Pair2_430	ST95	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
2017_No_Genie	Pair2_430	ST106	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST118	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1
2017_No_Genie	Pair2_430	ST119	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0
2017_No_Genie	Pair2_430	ST124	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1
2017_No_Genie	Pair2_430	ST138	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST145	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST147	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST203	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1
2017_No_Genie	Pair2_430	ST212	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0
2017_No_Genie	Pair2_430	ST217	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST231	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST233	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1
2017_No_Genie	Pair2_430	ST235	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1
2017_No_Genie	Pair2_430	ST254	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1
2017_No_Genie	Pair2_430	ST255	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	0	0
2017_No_Genie	Pair2_430	ST260	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST269	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST279	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0
2017_No_Genie	Pair2_430	ST283	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1
2017_No_Genie	Pair2_430	ST284	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1
2017_No_Genie	Pair2_430	ST285	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2017_No_Genie	Pair2_430	ST292	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1
2017_No_Genie	Pair2_430	ST304	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0
2017_No_Genie	Pair2_430	ST310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
